,id,subjects,tweets
245,3061,,RT @FakeUsername: Brian Cox: why he made headlines in 2010 http://FakeURL
246,3062,,``RT @FakeUsername: Did you know that Van Gogh's'' ``The Starry Night'''' depicts what he saw from the view of his sanatorium room at night?...''
247,3063,,``RT @FakeUsername: Did you know that Van Gogh's'' ``The Starry Night'''' depicts what he saw from the view of his sanatorium room at night?...''
248,3064,,"""RT @FakeUsername RT @FakeUsername: #FakeHashtag has a glow about them, an attractive radiance that compels others to look their way."""
249,3065,,RT @FakeUsername: I'm just like... where the Europeans at doe?
250,3066,,"""RT @FakeUsername: How many observe Christ's birthday! How few, his precepts! O! `tis easier to keep holidays than commandments. -- Benjam..."""
251,3067,,"""RT @FakeUsername: Tim Minear,'' most recently of'' ``Terriers'''' is on twitter. His handle is @FakeUsername which is'', one hopes, self deprecating..."""
252,3068,,RT @FakeUsername: Chris Brown has just sent TMZ his apology: http://FakeURL
253,3069,,"""RT @FakeUsername: Ozzy Osbourne also said in the article,'''' ``Who's Justin Bieber?'''' -'' ``Oh'', the young kid who sits there with the guitar. He's..."""
254,3070,,"""RT @FakeUsername: Clive Owen hosting Tod's charity screening of his favorite film, The Sweet Smell of Success' (1977), The Electric i..."""
255,3071,,RT @FakeUsername: Keyshia Cole Addresses Her Relationship With Her Family http://FakeURL
256,3072,,RT @FakeUsername: RT @FakeUsername: #FakeHashtag If the first thing you do when you wake up is reach for your phone
257,3073,,RT @FakeUsername: Big Mazeltov out to my son's buddy Jacob who raised funds for our #FakeHashtag program at his barmitzvah #FakeHashtag...
258,3074,,"""RT @FakeUsername: David Shuster breaks his silence: talks MSNBC exit, future plans (and what he's been up to) http://FakeURL"""
259,3075,,``RT @FakeUsername: The winners of Nora Ephron's'' ``Recipes You're Cooking For Thanksgiving This Year That You Didn't Last Year'''' Contest:...''
260,3076,,RT @FakeUsername: Video Games: Why Johnny Can't Read. Or Think. But He's Awesome At Games 24/7. via @FakeUsername http://FakeURL
261,3077,,RT @FakeUsername: Video Games: Why Johnny Can't Read. Or Think. But He's Awesome At Games 24/7. http://FakeURL
262,3078,,RT @FakeUsername: Got questions for Golden Globe nominee Jake Gyllenhaal? About to interview him for @FakeUsername
263,3079,,RT @FakeUsername: More CIROC Recipes! I call this the WHITE FROST  1.5 Ciroc  1.5 oz White Cranberry  1/2 oz Lime Juice  1/2 oz Ginger Liqueur  1/2 o...
264,3080,,"""RT @FakeUsername: Looking forward to seeing the bike, see you soon x"""
265,3081,,``RT @FakeUsername:'' ``Nothing teaches character better than generosity'''' - Jim Rohn''
266,3082,,"""RT @FakeUsername: ``Some people want it to happen, some wish it would happen, others make it happen.'' - Michael Jordan"""
267,3083,,RT @FakeUsername: Young illustrator Frank Laws has just won the prestigious V&A illustration award. Check out our interview with him: htt...
268,3084,,"""RT @FakeUsername: Reid Pushes for End to `Don't Ask, Don't Tell' http://FakeURL  Unfortunately, he means about how to get anyth..."""
269,3085,,``RT @FakeUsername: My sister hates when I call my nephew Gary with a silent r... But she let's him take ballet and'' ``dress up'''' in wigs - _ -''
270,3086,,"""``RT @FakeUsername: Friday Box Office:'' ``Black Swan'''' Soars On Opening Night - Based on estimates for Friday night'','' Darren Aronofsky's'' ``Bl... h...''"""
271,3087,,RT @FakeUsername: Exit Through the Gift Shop: Filmmaker Thierry Guetta had been casually documenting the underground world of stre......
272,3088,,RT @FakeUsername: Today's Hot Hairstyle: Jennifer Lopez (aka @FakeUsername) shows off her glamorous waves. http://FakeURL
273,3089,,"""RT @FakeUsername: on a scale from #FakeHashtag to #FakeHashtag, how gay is this -- > http://FakeURL <-- that's lil Wayne kissin baby gay"""
274,3090,,"""RT @FakeUsername: At the end of the day, its the personality that matters:)"""
275,3091,,``RT @FakeUsername just took'' ``You get signed to the same label as Justin Bieber and hes posing for pict...'''' and got: Part 29 <3! T...''
276,3092,,RT @FakeUsername: Greg Oden looks like a field slave...
277,3093,,"""RT @FakeUsername: This weds I'm on @FakeUsername with @FakeUsername  @FakeUsername and Kevin Spacey, OMG S \*\* t he's amazing!!! I'm..."""
278,3094,,RT @FakeUsername: #FakeHashtag called me to ask me about a free canes box... I'm not at work idgaf bout that shit lol (lmfao!!!
279,3095,,``RT @FakeUsername:'' ``Just sayin''''' is the new'' ``No offense''''''
280,3096,,"""RT @FakeUsername: sad end of an era tonight as Larry King ends his live nightly show. He is one of a kind, a true master. #FakeHashtag"""
281,3097,,"""RT @FakeUsername: Them for the rest of their lives; you were that rich; it would still be relative and ordinary, tho FABULOUS! To... http:..."""
282,3098,,"""RT @FakeUsername: Hey, if you haven't heard my Christmas song yet, what are you waiting for, Christmas? http://FakeURL"""
283,3099,,RT @FakeUsername: Shhh... the secret performer @FakeUsername's Dallas party tonight is... Willie Nelson. (if the cops don't stop his bus again)
284,3100,,RT @FakeUsername: Donald Trump says he might run for president because he is worried America is losing respect...  ... by winning he could...
285,3101,,RT @FakeUsername: The president & GOP leaders have announced a bi-partisan commission to determine a date when the president & Congression...
286,3102,,RT @FakeUsername: Cam Newton gotta takeover.. Lets go AUBURNN!!!!
287,3103,,"""RT @FakeUsername: Just heard my first Christmas song of the year, still not feeling it"""
288,3104,,RT @FakeUsername: Why slap them on the wrist with a feather when you can belt them over the head with a sledgehammer ~ Katharine Hepbur...
289,3105,,RT @FakeUsername: Hoboken's own Maxwell's gets a mention in bestselling Jonathan Franzen novel `Freedom': If you're a book lover o... h...
290,3106,,RT @FakeUsername: Alot of these hoes talkin bout football dont know shit about it - hoes gon be hoes so you can't blame tammy..
291,3107,,RT @FakeUsername: @FakeUsername  @FakeUsername  @FakeUsername Julian Fantino is so tough he chews nails and farts tacks. #FakeHashtag
292,3108,,"""RT @FakeUsername: Julian Fantino is so tough, he can piss on Justin Trudeau and the Charter at the same time. #FakeHashtag"""
293,3109,,"""RT @FakeUsername: Julian Fantino is so tough,'' he's changing Question Period to'' ``Interrogation Period'''' #FakeHashtag''"""
294,3110,,RT @FakeUsername: 70's Springsteen/Neil Young #FakeHashtag  #FakeHashtag
295,3111,,"""``RT @FakeUsername: For those of you who want to see what happened directly after the Bruce/Neil'' ``Whip My Hair'''' bit'', here's a quick clip ht..."""
296,3112,,"""RT @FakeUsername: RT If you love @FakeUsername with ALL your heart, and always will! <3"""
297,3113,,"""RT @FakeUsername: I used to love Eminem, what the fuck happened?!"""
298,3114,,RT @FakeUsername: Alan Carr you do make me laugh
299,3115,,RT @FakeUsername: is furious Angus Reid poll said Marc grew and sold pot to Americans! NOT TRUE; he sold seeds! Results are NOT accurate!...
300,3116,,RT @FakeUsername: Humbled & honored to be House Republicans' designee for Speaker of the House.
301,3117,,"""RT @FakeUsername: Chris Christie was stopped for speeding in an unregistered and uninsured vehicle, only to pull rank and not get a t..."""
302,3118,,"""RT @FakeUsername: David Cameron, stop saying that you like The Smiths, no you don't. I forbid you to like it."""
303,3119,,RT @FakeUsername: Bristol Palin Dancing With The Stars Tea Party Conspiracy Theory Gone Wild: The Evidence Mounts that the Tea par... http:/...
304,3120,,"""RT @FakeUsername: #FakeHashtag (Willie Nelson, not the movie)"""
305,3121,,RT @FakeUsername: Bob Saget will be on my @FakeUsername show 2nite. Would appreciate any questions you might have for @FakeUsername. Thanks.
306,3122,,"""RT @FakeUsername: @FakeUsername yo yo, we finishing up that record for this @FakeUsername ep. we gonna shoot a video for (cont) http://FakeURL"""
307,3123,,RT @FakeUsername: Maybe our past defines who we are today but we define today who we are going to be tomorrow ~ Daniela Hoeche #FakeHashtag
308,3124,,"""RT @FakeUsername: RT @FakeUsername: @FakeUsername Love the new pic in the creative corner, safe travel and Happy Holidays dear. Cheers from... h..."""
309,3125,,RT @FakeUsername: David Beckham: BBC's Personality of the Year!: David Beckham gets the support of his... http://FakeURL
310,3126,,RT @FakeUsername: We don't have any days off this week because our Thanksgiving is in October. #FakeHashtag
311,3127,,RT @FakeUsername these hoes is nasty! <<and they are somethin else too cousin
312,3128,,RT @FakeUsername: THIS IS HIGH END RAP MUSIC
313,3129,,RT @FakeUsername: #FakeHashtag sign Ron Gardenhire and his staff to 2-year contract extention
314,3130,,RT @FakeUsername: Daniel Boulud at Daniel -- reception for Bocuse d'Or http://FakeURL
315,3131,,RT @FakeUsername: Sarah Palin believes government shouldn't tell us what to do... Sarah Palin believes SHE should tell us what to do....
316,3132,,``RT @FakeUsername: As the old saying goes:'' ``life is like Ronan Keating''''''
317,3133,,"""RT @FakeUsername: Listen to great,'' late Molly Ivins/'' ``We are the deciders.. so keep fightin' for freedom & justice'', but don't you forget..."""
318,3134,,RT @FakeUsername: Will Elmer Fudd finally get to make his wabbit stew this year? #FakeHashtag
319,3135,,``RT @FakeUsername: False equivalence from the holier-than-thou'' ``real newsmen'''' like Mr. Koppel is the cover under which Fox News blossomed.''
320,3136,,"""RT @FakeUsername: Happy Thursday everyone, or as we like to call it New Year's Eve Eve."""
321,3137,,RT @FakeUsername: Merry Kerristmas everyone! Hope you're all having a fantastic time today.
322,3138,,RT @FakeUsername: KATE LAWLER: I love this song (The View) - It makes me feel warm and happy inside
323,3139,,RT @FakeUsername: ``Never go to sleep without a request to your subconscious.'' -- Thomas Edison
324,3140,,"""RT @FakeUsername: Did you know Abraham Lincoln drove a Ford, and Henry Ford drove a Lincoln?"""
325,3141,,"""RT @FakeUsername: Did you know Abraham Lincoln drove a Ford, and Henry Ford drove a Lincoln?"""
326,3142,,RT @FakeUsername: Elizabeth Edwards has passed away. She was 61.
327,3143,,RT @FakeUsername: Mannnn this is Hudson county... good luck finding a #FakeHashtag
328,3144,,"""RT @FakeUsername: LOST DOG: 10 year old female (Parson's) Jack Russell, white with gingery patches. She went missing from Garn Gelli near Fi..."""
329,3145,,RT @FakeUsername: tonight - enrique iglesias ft. ludacris is kind of a hilarious song.
330,3146,,RT @FakeUsername: #FakeHashtag 4 times Tony Parker!) i feel like choking him for real
331,3147,,RT @FakeUsername: @FakeUsername  @FakeUsername  @FakeUsername  @FakeUsername  @FakeUsername Thanx for the warm wishes ((GroupHug))) John Lennon Happy Christmas Vid ht...
332,3148,,RT @FakeUsername: goin to bed but I'm thirsty + drink water nw
333,3149,,RT @FakeUsername: GOD is the ONLY person who you should seek approval from in regards to decisions about YOUR LIFE.
334,3150,,RT @FakeUsername: Toy drive tomorrow @FakeUsername and @FakeUsername wed! Come and Donate a toy for the kids and make their Holida...
335,3151,,``RT @FakeUsername:'' ``Mind ya bizness thats all jus mind ya bizness'''' \* Ashley Banks voice \*;)''
336,3152,,RT @FakeUsername: I'm so sad about Elizabeth Edwards. She showed so much courage and class in the most difficult of times. My heart br...
337,3153,,"""RT @FakeUsername: So many great snow pictures today, we have picked 2 winners - ashleighm_xox + LaurenLeiighX - Kylie Team are now follo..."""
338,3154,,RT @FakeUsername: Tune in to Ken Bruce BBC Radio2 tomorrow morning... performing a few acoustic songs:)
339,3155,,"""RT @FakeUsername: Ay so need to hab a sit-down entrevista con Gagita, like when Oprah did con Michael Yackson in Neberland. It would be amaz..."""
340,3156,,RT @FakeUsername: Pic of new tat comin soon!
341,3157,,"""RT @FakeUsername: Today is the one-year anniversary of Lady Gaga second albu #FakeHashtag, which was released on November 23rd one..."""
342,3158,,RT @FakeUsername: Books I plan on readin b4 the year is up Decoded @FakeUsername With Brook Lynne In Mind @FakeUsername & Kardashian Konfide...
343,3159,,RT @FakeUsername a #FakeHashtag knows when to hold and when to fold
344,3160,,RT @FakeUsername: @FakeUsername awww Charlie Gibson miss seeing his bright smiling face. Love that man! Enjoy today!
345,3161,,"""``RT @FakeUsername: ICT & Sustainability Webinar'' ``What is a Smart + Connected Community?'''' with Gordon Feller'', 12/14. Save the date & link..."""
346,3162,,RT @FakeUsername i cant even by you flowers but together we be the perfect soul mate
347,3163,,"""RT @FakeUsername: RT if you keep your lollipop's stick eventhough the candy is off already, just for looking cool"""
348,3164,,"""RT @FakeUsername RT @FakeUsername RT that will be the 5 pints you have had before i left! > gonna get worse, the Jager is out. Jagers all gone!"""
349,3165,,RT @FakeUsername: Noel Gallagher n Zutons Merry Christmas LG x
350,3166,,``RT @FakeUsername: According to Don Cherry you're a'' ``pinko'''' if you ride a bike. That's what we need; more incisive political commentary fro...''
351,3167,,RT @FakeUsername: Brett Farve needs life alert.
352,3168,,RT @FakeUsername: Enjoying Carl Zimmer's epic talk on Neanderthals and the medical possibilities new research into them may bring -- htt...
353,3169,,RT @FakeUsername: If he keep throwing like that my dick my get hard!
354,3170,,"""RT @FakeUsername: Hey #FakeHashtag fans, tune in and watch Aaron Eckhart's guest appearance TONIGHT on @FakeUsername, 11:00 pm EST/PST..."""
355,3171,,"""``RT @FakeUsername: RANGEL: John Lewis says Rangel is'' ``a good and decent man'''''','' ending by saying'' ``I think I know his heart.''''''"""
356,3172,,``RT @FakeUsername: At least it's not Amy Winehouse... if you play'' ``I'm not going to rehab'''' 10 times in a row it means you need to go......''
357,3173,,"""RT @FakeUsername: I love it wet, juicy and in a nice red/pink color. Sometimes it gets the hands sticky, but I dont mind. Watermelon is great"""
358,3174,,RT @FakeUsername: Hugh Hefner got engaged to his 24 year old girlfriend over Christmas. I think I speak for the world when I say: ew.
359,3175,,RT @FakeUsername: Sending You Love Light Peace Blessings & Miracles ~ Lori Moreno
360,3176,,RT @FakeUsername: @FakeUsername I bet u don't get to sleep! _ I do but then I just wake up @ stupid times...
361,3177,,RT @FakeUsername: A loving heart is the truest wisdom ~ Charles Dickens?
362,3178,,RT @FakeUsername: Don't forget to love yourself.. ~ Soren Kierkegaard??
363,3179,,RT @FakeUsername: Would love to be a fly on the wall for this dinner convo: Senator Will Move in With His Dad http://FakeURL
364,3180,,RT @FakeUsername: @FakeUsername Haha yes! Love it. @FakeUsername  @FakeUsername  @FakeUsername  @FakeUsername  @FakeUsername  @FakeUsername  @FakeUsername  @FakeUsername
365,3181,,"""RT @FakeUsername: Don't care how great an athlete Vick is now. He is not a hero and he can not own a dog. #FakeHashtag, peeps."""
366,3182,,"""RT @FakeUsername: @FakeUsername I'd probably give my left nut to BE the bike from Tron, if Olivia Wilde would ride me. Giggaddy."""
367,3183,,"""RT @FakeUsername: 2011 Will Be A Major Year For Me, My Team & My Supporters - I HOPE YALL ALL COME SPEND YEARS WITH ME!!! HIT ME UP FOR DETAILS"""
368,3184,,RT @FakeUsername: Rope access forum worth a look for those in the industry http://FakeURL #FakeHashtag  #FakeHashtag  #FakeHashtag
369,3185,,RT @FakeUsername: EVERYONE HELP SPREAD THE VIRUS GO FOLLOW @FakeUsername FROM @FakeUsername FOLLOWING DAVE MORE ENTERTAINING THEN...
370,3186,,``RT @FakeUsername  @FakeUsername weez we will take him down here in Nashville - Carson'' ``throw it to the other team'''' Palmer??''
371,3187,,"""RT @FakeUsername: #FakeHashtag, you hate Don Cherry right?"""
372,3188,,RT @FakeUsername: Cooking is a way of listening 2 the radio.-Brian Eno #FakeHashtag
373,3189,,"""RT @FakeUsername: For most of history, Anonymous was a woman.-Virginia Woolf #FakeHashtag"""
374,3190,,RT @FakeUsername: Max Presley Boon 15 yrs old one of our Grandchildren this pic took my breath away ~ how handsome is he XXX http://FakeURL...
375,3191,,RT @FakeUsername: Happy bday RICHARD PRYOR. U R the greatest. Thx 4 inspiring a few generations of comics. U made us laff w/ur pain. H...
376,3192,,RT @FakeUsername: Rest in paradise Elizabeth Edwards. Your 6 year battle reminds me of the delicacy of this life. Let's live life to its f...
377,3193,,RT @FakeUsername: why does mike tomlin always look like he's about to cry? <because he can see the future
378,3194,,RT @FakeUsername: Michael Lohan's New Years resolution: I will no longer comment on a daughter I barely know. #FakeHashtag?
379,3195,,"""``RT @FakeUsername:'' ``HAVE NEVER F \* ^% ING HEARD OF (Caleb Haine)'', BUT RIGHT NOW I LOVE YOU MORE THAN MY GODDAMN WIFE."""
380,3196,,RT @FakeUsername: Blog: April Route Hijack: Sifting through the confusion: A lot has been written in recent days since we have pos... http...
381,3197,,"""RT @FakeUsername: They should put Justin Beiber in the jungle. Not in I'm A Celeb, they should just generally put him there."""
382,3198,,RT @FakeUsername: This Katy Perry story on E! is inspirational ppl see the glitz + glamor.. but NO ONE knows the struggle it takes 2 get here...
383,3199,,RT @FakeUsername: Juan Williams Writing Book Dealing With His NPR Ouster http://FakeURL JN
384,3200,,"""RT @FakeUsername Some of us focus on what we going through, instead of focusing what we need to do."""
385,3201,,RT @FakeUsername: Ex-Bolton star Michael Ricketts admits headbutt attack on his girlfriend http://FakeURL
386,3202,,RT @FakeUsername: Shaun Ryder's bid to get out of `I'm A Celebrity' jail - Shaun Ryder and the other `jailed' I'm A Celebrity contesta......
387,3203,,RT @FakeUsername: Who is this lame?? <Whoa chief
388,3204,,RT @FakeUsername: Is Maxine Waters taking crocodile tear-shedding lessons from @FakeUsername?
389,3205,,RT @FakeUsername: My Prayers go out to Teena Marie family. Teena created music that is Timeless! Songs sung with soul and conviction a T...
390,3206,,``RT @FakeUsername: Merle Haggard recorded'' ``Jesus Christ'''' just for me to run over credits to my'' ``Capitalism: ALoveStory''''. Thanks Merle! http://m...''
391,3207,,RT @FakeUsername: The difference b/w Kim and Nicki is If you a str8 male you shouldnt be bumpin Nicki shit anyway. Kim had dudes bumpin he...
392,3208,,"""RT @FakeUsername: COMING SOON: THE SWORD, PHARCYDE, YANN TIERSEN, COOL KIDS, DEERHOOF, WIRE, SWANS, MONOTONIX, NO AGE, FASHION FREAKOUT..."""
393,3209,,RT @FakeUsername: I'm absolutely disgusted by what people say about Clive Owen's wife on his Facebook fanpage. WHO CARES IF HIS WIFE IS PRE...
394,3210,,``RT @FakeUsername: I think Jim Schwartz's description of QB Shaun Hill was perfect:'' ``He's a football playing dude.'''' Maybe not prettiest but...''
395,3211,,"""RT @FakeUsername: Happy and felicitous new year, parishioners. May 1811 be a year of patronage and condescension for you all."""
396,3212,,RT @FakeUsername: A lot of yall dudes out here think they doin stuff by running thru women... I think different...
397,3213,,RT @FakeUsername: Cher is about as hip hop as Kanye West
398,3214,,RT @FakeUsername: We are officially done with God bless Ozzy Osbourne! 2 years 11 months to complete. It is like nothing anyone has seen on Dad.
399,3215,,RT @FakeUsername: Ponz you are a standard bastard: (always ruining the tins > what did I do?
400,3216,,RT @FakeUsername: Well that's one way for the Jets to score a touchdown. 97 yard return by Brad Smith of the opening kickoff
401,3217,,RT @FakeUsername: Brett Farve injured? Couldn't tell with that drive
402,3218,,RT @FakeUsername: I am so thankful for our precious gifts from God! Adalynn Rose & Noah James are doing great!:)
403,3219,,RT @FakeUsername: Elton John is editing The Independent tomorrow for Worlds AIDS day lets tweet him our support @FakeUsername - go on - do...
404,3220,,RT @FakeUsername: Elton John is many  people's hero - for his music - for his work against HIV/AIDS but who are his heroes? Read in... h...
405,3221,,RT @FakeUsername: I miss my waves <man I was jus thinkin that. I miss mine too
406,3222,,RT @FakeUsername: Electric car completes epic journey: An electric sportscar developed by British engineers has finished a remarka... http:...
407,3223,,RT @FakeUsername: Dear NeNe -- Any crackhead on the street can get an interview with Jermaine Dupri!!... THAT was not an achievement!!
408,3224,,RT @FakeUsername: Watch Matt Cardle's X Factor Winner's Video: Matt Cardle has released the official video for his X Factor Winner... http...
409,3225,,``RT @FakeUsername: Barbara Walters said'''' Smush''''! That's what's up''
410,3226,,RT @FakeUsername: #FakeHashtag I think I saw Jdot_45 coming out a TL last night nshit lollll <<@FakeUsername
411,3227,,RT @FakeUsername: Musician Kathleen Hanna discusses her influences and the upcoming PopRally event An Evening with The Raincoats. htt...
412,3228,,RT @FakeUsername: @FakeUsername best party ever... make sure that changes this coming Saturday Ahh... we'll see.
413,3229,,"""RT @FakeUsername: @FakeUsername  #FakeHashtag if she was black, the chimp's head go bola papa. <~ Like you no go see the monkey sef"""
414,3230,,"""RT @FakeUsername: Advice on aging from Heidi Klum: The supermodel shares her secrets about wrinkles, marriage & growing older. http:/..."""
415,3231,,"""RT @FakeUsername: Blazers C Oden to miss another season (AP): Trail Blazers center Greg Oden, the former No. 1 draft pick whose sh......"""
416,3232,,RT @FakeUsername: Can pets predict your career path?: A new survey shows which line of employment workers are likely to foll... http:...
417,3233,,"""RT @FakeUsername: Favorite junk foods: As the Pop-Tart celebrates 45 years, we take a look at the snacks Americans love most. http://..."""
418,3234,,RT @FakeUsername: Pope justifies condoms sometimes: Pope Benedict XVI says in a new book that condoms can be  justified for male pr......
419,3235,,"""RT @FakeUsername: and lead us not into the off-season & deliver us to Texas. For thine is the D-line, The Urlacher and Peppers forever.. A men."""
420,3236,,"""RT @FakeUsername: David Cameron speaking - he's late - had a hot date with a bottle. He's also not in black tie, says we all look like cast..."""
421,3237,,RT @FakeUsername I'm in Rhode Island bitch!
422,3238,,RT @FakeUsername: I want to know where Don Cherry stands on the penny...
423,3239,,RT @FakeUsername: Just read Ryan Seacrest's wiki. I am amazed and impressed. #FakeHashtag
424,3240,,RT @FakeUsername: Blogger spends a year doing everything Oprah told her. Now her life is perfect
425,3241,,RT @FakeUsername: Being born. #FakeHashtag's
426,3242,,"""RT @FakeUsername: Somewhere, something incredible is waiting to be known, said Carl Sagan. That's what we're looking for in 2011. Happy..."""
427,3243,,"""RT @FakeUsername: Sloane Crosley Quits Her Day Job, May Be Rolling in It http://FakeURL"""
428,3244,,RT @FakeUsername: Jwoww Makes A Big Endorsement For Her Doc! http://FakeURL
429,3245,,RT @FakeUsername C Wood back in that superbowl.. <~ WooooooHooooo! \* Bop Dance \* LMAO
430,3246,,RT @FakeUsername: I really don't like the way the European Arrest Warrant is being used for Julian Assange. I hope the watching world kn...
431,3247,,RT @FakeUsername: Video: Rachel Brice is a class on her own. She literally defines TRIBAL bellydance. gabylove: http://FakeURL
432,3248,,RT @FakeUsername: 9/27/1992... the year brett favre started his consecutive games played streak which is still active. what has happened...
433,3249,,"""RT @FakeUsername: Matt Cardle defends his' X Factor' Biffy Clyro cover: `I'm hoping that I've done it justice,' he says http://FakeURL"""
434,3250,,RT @FakeUsername: 55 yrs ago TODAY Rosa Parks sparked a civil rights movement by refusing to move to the back of the bus. #FakeHashtag...
435,3251,,"""RT @FakeUsername: Keep it real with yourself, many of us don't"""
436,3252,,"""RT @FakeUsername: Congrats to Hugh Hefner. Finding a girl with daddy issues is tough, but finding a girl with granddaddy issues is almos..."""
437,3253,,RT @FakeUsername: Willow Smith's doing a remake of her dad's song Parents Just Don't Understand because her parents understand everythin...
438,3254,,``RT @FakeUsername: One of the biggest threats of the Wikileaks situation is that it may tempt Billy Joel to write a new verse to'' ``We Didn'...''
439,3255,,"""RT @FakeUsername: congrats to Roddy White on passing the #FakeHashtag season record of catches with 112, and the fans chant Roddy Roddy"""
440,3256,,"""RT @FakeUsername: #FakeHashtag Out here for warm-ups, LaDainian Tomlinson just gave an impassioned speech to his teammates."""
441,3257,,RT @FakeUsername: Just overheard staffer ask if @FakeUsername had been included in the dinner count for Thanksgiving in the newsroom! Laaaaa....
442,3258,,RT @FakeUsername: 20-Somethings Live the Small Life in New York Apartments http://FakeURL
443,3259,,RT @FakeUsername: A Dispute in Nicaragua Reopens Old Wounds http://FakeURL
444,3260,,"""RT @FakeUsername: After Midterms, Even Opposites Can Sound Alike http://FakeURL"""
445,3261,,"""RT @FakeUsername: After Party _ _ s Rout, a Blue Dog Won't Back Down http://FakeURL"""
446,3262,,"""RT @FakeUsername: Briton Loses Twitter Case, but Wins Following http://FakeURL"""
447,3263,,RT @FakeUsername: Bruising Win by Pacquiao Pits Speed Over Size http://FakeURL
448,3264,,RT @FakeUsername: Burmese Dissident Suu Kyi Freed After Long Detention http://FakeURL
449,3265,,RT @FakeUsername: Burmese Dissident Suu Kyi Freed http://FakeURL
450,3266,,RT @FakeUsername: Burmese Dissident Tells Crowd Not to Give Up Hope http://FakeURL
451,3267,,RT @FakeUsername: Cigarette Giants in a Global Fight on Tighter Rules http://FakeURL
452,3268,,RT @FakeUsername: City Room: Complaint Box Passion Pushers http://FakeURL
453,3269,,RT @FakeUsername: Democrats Reach Accord on House Leadership http://FakeURL
454,3270,,RT @FakeUsername: Dropping the Balls http://FakeURL
455,3271,,RT @FakeUsername: E.U.-Iran Nuclear Meeting Set for Dec. 5 http://FakeURL
456,3272,,"""RT @FakeUsername: Economic Scene: O.K., You Fix the Budget http://FakeURL"""
457,3273,,RT @FakeUsername: Family Shot to Death in Western Pa. http://FakeURL
458,3274,,RT @FakeUsername: film: _ _ 60s Hollywood: Power Shifted (or Did It?) http://FakeURL
459,3275,,RT @FakeUsername: Finding a Bed Among Central Park _ _ s Trees http://FakeURL
460,3276,,"""RT @FakeUsername: For Haitians, Campaign Trail Runs Through U.S. http://FakeURL"""
461,3277,,"""RT @FakeUsername: Hand Wraps Draw Boxing _ _ s Eye, and Scrutiny http://FakeURL"""
462,3278,,RT @FakeUsername: House Democrats Avert Leadership Struggle http://FakeURL
463,3279,,RT @FakeUsername: Housewives of God http://FakeURL
464,3280,,RT @FakeUsername: Iranians Hail Detroit Power by Revving Their Vintage V-8 _ _ s http://FakeURL
465,3281,,RT @FakeUsername: Iraqi Lawmakers Approve Power Sharing Outline http://FakeURL
466,3282,,RT @FakeUsername: Little Ammunition Found in Fight for Alaska Votes http://FakeURL
467,3283,,"""RT @FakeUsername: Looking to 2012, Republicans Vie for Big Donors http://FakeURL"""
468,3284,,RT @FakeUsername: Municipal Bond Market Shudders http://FakeURL
469,3285,,RT @FakeUsername: Neptune on a Shortboard http://FakeURL
470,3286,,RT @FakeUsername: Neptune on a Shortboard http://FakeURL
471,3287,,RT @FakeUsername: Netanyahu Agrees to Push for Freeze in Settlements http://FakeURL
472,3288,,RT @FakeUsername: News Analysis: Taking Aim at the Mortgage Tax Break http://FakeURL
473,3289,,"""RT @FakeUsername: NYT NEWS ALERT: G.M. Shares Said to Be Priced at $ 33, Raising More Than $ 22 Billion in Biggest U.S. Initial Offering"""
474,3290,,RT @FakeUsername: Obama Calls Arms Treaty a Priority http://FakeURL
475,3291,,RT @FakeUsername: Obama Calls Arms Treaty a Priority http://FakeURL
476,3292,,RT @FakeUsername: Rachel Mummey discusses her relationship with the subjects in her #FakeHashtag winning #FakeHashtag story http://FakeURL
477,3293,,RT @FakeUsername: Release of Myanmar Dissident Said to Be Near http://FakeURL
478,3294,,RT @FakeUsername: Secret Papers Detail U.S. Aid for Ex-Nazis http://FakeURL
479,3295,,RT @FakeUsername: Silver Lining Seen in Defeat of California Measure http://FakeURL
480,3296,,RT @FakeUsername: Suu Kyi Release Said to Be Imminent http://FakeURL
481,3297,,RT @FakeUsername: Taking Care in Raising a Rookie http://FakeURL
482,3298,,RT @FakeUsername: Tell Us About Your Worst New York Apartment http://FakeURL
483,3299,,RT @FakeUsername: The Bay Citizen: San Francisco School Officials Accused of Fraud http://FakeURL
484,3300,,RT @FakeUsername: The Caucus: House Democrats Reach Leadership Deal http://FakeURL
485,3301,,RT @FakeUsername: The Caucus: Orienting the House Freshmen http://FakeURL
486,3302,,RT @FakeUsername: The Lede: Who Was That Masked Man? http://FakeURL
487,3303,,"""RT @FakeUsername: The Saturday Profile: With Words on Muslims, Opening a Door Long Shut http://FakeURL"""
488,3304,,RT @FakeUsername: The Way We Live Now: Think About Pink http://FakeURL
489,3305,,RT @FakeUsername: Watchlist: A Parallel Universe to TV and Movies http://FakeURL
490,3306,,RT @FakeUsername: _ _ Pictures _ _ Seldom Played http://FakeURL
491,3307,,RT @FakeUsername: DVDs: The First Cog in the Star Machine http://FakeURL
492,3308,,RT @FakeUsername: Film: Hollywood _ _ s Vanishing Have-Nots http://FakeURL
493,3309,,RT @FakeUsername: LETTERS: Syrian Arts: A Cultural Dissent http://FakeURL
494,3310,,RT @FakeUsername: Stealing Mother Nature _ _ s Thunder http://FakeURL
495,3311,,RT @FakeUsername: Diner's Journal: The Lunch Box: Clearing Out Leftovers http://FakeURL
